bookID,title,authors,language_code
1130,The Warren Buffett Way,Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher,en-US
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles-Tom Osborne,eng
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky-John R. Perry,eng
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park-Denise Brunkus,en-US
1169,Monkey Business,Sarah Mlynowski,eng
1171,Liar's Poker,Michael   Lewis,eng
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,eng
1191,Giada's Family Dinners,Giada De Laurentiis-Victoria Pearson,eng
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,eng
1193,Everyday Pasta,Giada De Laurentiis-Victoria Pearson,eng
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence-Petrina Tinslay,eng
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay,eng
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence-Petrina Tinslay,eng
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,eng
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt-Stephen J. Dubner,spa
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,en-US
1207,Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt-Stephen J. Dubner-Carlos Braga,por
1217,Collapse,Jared Diamond,eng
1218,The Last Assassin (John Rain  #5),Barry Eisler,eng
1226,Life of Pi,Yann Martel,en-US
1227,Vida de Pi,Yann Martel,spa
1230,L'Histoire de Pi,Yann Martel-Nicole Martel-Emile Martel,fre
1232,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,eng
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,eng
1239,Shadows and Wind: A View of Modern Vietnam,Robert Templer,eng
1241,A Million Little Pieces,James Frey,eng
1242,A Million Little Pieces of Feces,Python Bonkers,en-US
1243,A Million Little Lies,James Pinocchio-Pablo Fenjves,en-US
1246,The Leadership Challenge,James M. Kouzes-Barry Z. Posner,en-US
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,eng
1255,Leadership in Organizations,Gary Yukl,en-GB
1259,Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,eng
1265,Leadership,Rudolph W. Giuliani,eng
1274,Men Are from Mars  Women Are from Venus,John Gray,eng
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,en-US
1277,Men are from Mars  Women are from Venus,John Gray,eng
1280,Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want,John Gray,en-GB
1281,Men Are from Mars  Women Are from Venus,John Gray,eng
1290,How to Succeed with Women,Ron  Louis-David Copeland,en-US
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,eng
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,eng
1297,The Clan of the Cave Bear  Part 1 of 2 (Earth's Children  #1),Jean M. Auel-Donada  Peters,eng
1298,The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1),Jean M. Auel,eng
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,eng
1302,Juiced Official Strategy Guide,Doug Walsh,eng
1303,The 48 Laws of Power,Robert Greene-Joost Elffers,eng
1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,eng
1306,Gates Of Fire,Steven Pressfield,en-US
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis-Tracy Hickman,eng
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,en-US
1315,The Afghan Campaign,Steven Pressfield,eng
1317,Tides of War,Steven Pressfield,eng
1318,Last of the Amazons,Steven Pressfield,eng
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield-Robert McKee,eng
1320,Gita on the Green,Stephen J. Rosen-Steven Pressfield,en-US
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo-Steven Pressfield,eng
1326,Phaedrus and Letters VII and VIII,Plato-Walter Hamilton,en-US
1327,Phaedrus,Plato-Robin Waterfield,eng
1328,Phaedrus,Plato-C.J. Rowe,eng
1330,Euthyphro. Apology. Crito. Phaedo. Phaedrus.,Plato-Harold North Fowler,mul
1331,Babrius and Phaedrus: Fables (Loeb Classical Library #436),Babrius-Phaedrus-Ben Edwin Perry,eng
1332,Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera  #2),Plato-John Burnet-Hipparchus,grc
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato-Benjamin Jowett,eng
1337,Enthusiasm and Divine Madness,Josef Pieper-Richard Winston-Clara Winston,eng
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato-C.D.C. Reeve,eng
1342,Gorgias/Phaedrus (Agora),Plato-James H. Nichols Jr.,eng
1351,Statesman,Plato-C.J. Rowe,eng
1354,Gorgias,Plato-Walter Hamilton-Chris Emlyn-Jones,en-GB
1356,Lysis/Symposium/Gorgias,Plato-W.R.M. Lamb,eng
1362,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,eng
1363,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,eng
1364,The History (Great Minds),Herodotus-Henry Francis Cary,en-US
1365,The Histories,Herodotus-Carolyn Dewald-Robin Waterfield,eng
1366,The Histories,Herodotus-Aubrey de Sélincourt-Andrew Robert Burn,en-US
1367,The Histories,Herodotus-Jennifer Tolbert Roberts-Walter Blanco,en-US
1368,The Histories,Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas,en-US
1369,The History,Herodotus-Peter Grene,en-US
1371,The Iliad,Homer-Robert Fagles-Bernard Knox,eng
1373,Iliad,Homer-Stanley Lombardo-Sheila Murnaghan,en-US
1374,The Iliad,Homer-Robert Fitzgerald-Andrew Ford,en-US
1375,The Iliad/The Odyssey,Homer-Robert Fagles-Bernard Knox,eng
1376,The Iliad,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,eng
1377,The Iliad,Homer-W.H.D. Rouse,en-US
1378,The Essential Iliad,Homer-Sheila Murnaghan-Stanley Lombardo,en-US
1381,The Odyssey,Homer-Robert Fagles-Bernard Knox,eng
1382,The Odyssey,Homer-Robert Fitzgerald-D.S. Carne-Ross,eng
1383,The Odyssey,Homer-Richmond Lattimore,eng
1384,The Odyssey,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,eng
1387,The Odyssey,Homer-W.H.D. Rouse,eng
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,eng
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil-Henry Rushton Fairclough-G.P. Goold,mul
1403,City Eclogue,Ed Roberson,eng
1405,The Eclogues and The Georgics,Virgil-Cecil Day-Lewis,eng
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,eng
1414,The Riverside Shakespeare,William Shakespeare-G. Blakemore Evans,eng
1417,The Complete Pelican Shakespeare,William Shakespeare-Stephen Orgel-A.R. Braunmuller,eng
1419,The Complete Works,William Shakespeare,eng
1420,Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,eng
1421,The Oxford Shakespeare: The Complete Works,William Shakespeare-Stanley Wells-Gary Taylor,eng
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield,eng
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,en-US
1425,The Valkyries,Paulo Coelho-Alan R. Clarke,en-US
1426,Warrior of the Light,Paulo Coelho,en-US
1427,The Zahir,Paulo Coelho-Margaret Jull Costa,eng
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho-Alan R. Clarke,eng
1429,The Fifth Mountain,Paulo Coelho-Clifford E. Landers,en-US
1430,Eleven Minutes,Paulo Coelho-Margaret Jull Costa,eng
1431,Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,eng
1433,Hamlet,William Shakespeare-Stephen Orgel-A.R. Braunmuller,eng
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,en-US
1438,Shakespeare's Hamlet,William Shakespeare-Terri Mategrano,eng
1439,Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana-Hertha Von Dechend,eng
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides-C.F. Smith,mul
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides-Paul Woodruff,eng
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides-C.F. Smith,mul
1445,The Peloponnesian War,Thucydides-Steven Lattimore,eng
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides-Jennifer Tolbert Roberts-Walter Blanco,eng
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides-C.F. Smith,eng
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,eng
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides-Richmond Lattimore-David Grene-Rex Warner-Ralph Gladstone,eng
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides-David Grene-Richmond Lattimore-Emily Townsend Vermeule-Elizabeth Wyckoff-William Arrowsmith,eng
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides-David Grene-Richmond Lattimore-William Arrowsmith-Frank William Jones-Charles R. Walker,eng
1466,Grief Lessons: Four Plays by Euripides,Euripides-Anne Carson,eng
1467,Ten Plays,Euripides-Moses Hadas-John Maclean,en-US
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides-David Grene-Richmond Lattimore-William Arrowsmith-John Frederick Nims-Ronald Frederick Willetts,eng
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides-David Grene-Richmond Lattimore-Witter Bynner-William Arrowsmith,eng
1473,Medea and Other Plays,Euripides-John Davie-Richard Rutherford,eng
1474,Cyclops. Alcestis. Medea,Euripides-David Kovacs,eng
1475,Medea,Euripides-Donald J. Mastronarde,grc
1476,The Bacchae and Other Plays,Euripides-John Davie-Richard Rutherford,eng
1479,Bakkhai,Euripides-Reginald Gibbons-Peter H. Burian,eng
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides-David Thompson-J. Michael Walton,eng
1486,The Trojan Women and Hippolytus,Euripides,eng
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,eng
1489,Orestes and Other Plays,Euripides-James Morwood-Robin Waterfield,eng
1494,Alcestis,Euripides-William Arrowsmith,eng
1495,Suppliant Women  Electra  Heracles,Euripides-David Kovacs,eng
1498,Helen,Euripides-A. Dale,eng
1499,Medea,Euripides-Georgia Ann Machemer-Michael   Collier,eng
1504,Euripides: Medea,William Allan,eng
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,eng
1509,Trojan Women/Iphigenia Among the Taurians/Ion,Euripides-David Kovacs,eng
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides-Pantelis Michelakis,eng
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides-David Grene-Richmond Lattimore,eng
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus-David Grene-Richmond Lattimore,en-US
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus-David Grene-Richmond Lattimore-Seth Benardete,eng
1518,The Oresteia,Aeschylus-Alan Shapiro-Peter H. Burian,eng
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus-Robert Fagles-William Bedell Stanford,eng
1521,Oresteia,Aeschylus-Peter Meineck-Helene P. Foley,eng
1523,Prometheus Bound and Other Plays,Aeschylus-Philip Vellacott,eng
1525,The Oresteia,Aeschylus-Ted Hughes,en-US
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus-David R. Slavitt-Smith Palmer Bovie,eng
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus-Richmond Lattimore-David Grene,eng
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,eng
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus-George Thomson-Richard Seaford,eng
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus-David R. Slavitt-Smith Palmer Bovie,en-GB
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus-E.D.A. Morshead,eng
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus-E.D.A. Morshead,eng
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles-David Grene-Richmond Lattimore-John Moore-Michael Jameson,eng
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles-Paul Roche,eng
1538,The Complete Plays,Sophocles-Paul Roche,eng
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles-Robert Fitzgerald-Dudley Fitts,eng
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles-Robert Fagles-Bernard Knox,eng
1543,Ajax/Electra/Oedipus Tyrannus,Sophocles-Hugh Lloyd-Jones,eng
1546,Theban Plays,Sophocles-Peter Meineck-Paul Woodruff,en-US
1547,The Theban Plays (Everyman's Library  #93),Sophocles-David Grene-Charles Segal,en-US
1548,Electra and Other Plays,Sophocles-E.F. Watling,eng
1549,Antigone / Oedipus the King / Electra,Sophocles-Edith Hall-H.D.F. Kitto,eng
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles-J.E. Thomas,eng
1555,The Oedipus Plays of Sophocles,Sophocles-Paul Roche,eng
1558,Oedipus Rex (Greek and Latin Classics),Sophocles-Roger D. Dawe,grc
1559,Oedipus the King,Sophocles-Bernard Knox-Cynthia Brantley Johnson,eng
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes-William Arrowsmith-Richmond Lattimore-Douglass Parker,eng
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes-Jeffrey Henderson,eng
1562,The Complete Plays,Aristophanes-Moses Hadas,eng
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes-David R. Slavitt,eng
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes-Peter Meineck,eng
1567,Lysistrata and Other Plays,Aristophanes-Alan H. Sommerstein,en-US
1568,Acharnians,Aristophanes-Jeffrey Henderson,eng
1571,Clouds,Aristophanes-Kenneth James Dover,eng
1572,Clouds/Wasps/Peace,Aristophanes-Jeffrey Henderson,grc
1573,The Birds and Other Plays,Aristophanes-David B. Barrett-Alan H. Sommerstein,eng
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes-David B. Barrett,eng
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes-Dudley Fitts,eng
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes-Jeffrey Henderson,grc
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,eng
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,eng
1586,Lysistrata,Aristophanes-Douglass Parker,eng
1590,Peace,Aristophanes-S. Douglas Olson,eng
1591,Lysistrata,Aristophanes-Sarah Ruden,eng
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes-Alan H. Sommerstein-David B. Barrett-David Brett,en-US
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,en-GB
1617,Night (The Night Trilogy  #1),Elie Wiesel-Marion Wiesel-François Mauriac,eng
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,eng
1620,The Night Gardener,George Pelecanos,eng
1622,A Midsummer Night's Dream,William Shakespeare-Barbara A. Mowat-Paul Werstine-Catherine Belsey,eng
1624,West with the Night,Beryl Markham,eng
1625,Twelfth Night,William Shakespeare,eng
1627,Brokeback Mountain,Annie Proulx,eng
1629,Close Range: Brokeback Mountain and Other stories,Annie Proulx,en-GB
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,en-GB
1635,Execution: The Discipline of Getting Things Done,Larry Bossidy-Ram Charan-Charles Burck,en-US
1642,Formas breves,Ricardo Piglia,spa
1643,El último lector,Ricardo Piglia,spa
1645,Money to Burn,Ricardo Piglia-Amanda Hopkinson,eng
1646,Respiración artificial,Ricardo Piglia,spa
1654,Plata quemada,Ricardo Piglia,spa
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor-Larry J. Sabato,eng
1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor-Larry J. Sabato,eng
1667,El túnel,Ernesto Sabato,spa
1677,Sobre héroes y tumbas,Ernesto Sabato,spa
1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo-John E. Rotelle-Maria Boulding,eng
1684,The City of God,Augustine of Hippo-Thomas Merton-Marcus Dods,eng
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo-Bruce Harbert-John E. Rotelle,eng
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,en-US
1692,The Political Writings of St. Augustine,Augustine of Hippo-Henry Paolucci-Dino Bigongiari,eng
1693,On Christian Doctrine,Augustine of Hippo-D.W. Robertson Jr.,eng
1698,Confessions  Books 1-13,Augustine of Hippo-Peter R.L. Brown-Frank Sheed,eng
1702,Saint Augustine,Garry Wills,eng
1703,Augustine: A Very Short Introduction,Henry Chadwick,eng
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo-Boniface Ramsey-Edmund Hill,eng
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,eng
1710,Confesiones de un chef,Anthony Bourdain,spa
1713,The Metamorphoses of Ovid,Ovid-Allen Mandelbaum,eng
1715,Metamorphoses,Ovid-David Raeburn-Denis Feeney,eng
1717,Tales from Ovid,Ovid-Ted Hughes,eng
1718,Metamorphoses,Ovid-Bernard Knox-Charles    Martin,eng
1720,Ovid's Metamorphoses: Books 1-5,Ovid-William Scovil Anderson,eng
1721,Ovid’s Metamorphoses: Books 6-10,Ovid-William Scovil Anderson,eng
1722,Latin Via Ovid: A First Course,Norma Goldman-Jacob E. Nyenhuis,en-US
1725,The Art of Love and Other Poems,Ovid-J.H. Mozley-G.P. Goold,eng
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid-Peter Green,eng
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid-Frank Justus Miller,eng
1730,Metamorphoses: Volume I  Books I-VIII,Ovid-Frank Justus Miller,eng
1731,Practice! Practice!: A Latin Via Ovid Workbook (Revised Ed.),Norma Goldman-Michael  Rossi,eng
1744,Tibullus: A Commentary,Michael C.J. Putnam,eng
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,eng
1752,Antigone,Sophocles-Reginald Gibbons-Charles Segal,eng
1761,Antigone,Sophocles-Reginald Gibbons-Charles Segal,eng
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh-Martin Kalin,eng
1772,The Tower,Richard Martin Stern,eng
1796,The Iliad,Homer-Robert Fitzgerald,eng
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,eng
1801,Reading Greek Tragedy,Simon Goldhill,eng
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,eng
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,eng
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,en-US
